age,monthly_income,debt_ratio,payment_history,accounts,tenure,delinquency,approval
19,1854,0.20064640888939445,0,2,12,0,0
28,3728,0.06524045417548319,0,2,9,1,0
61,1915,0.7260073846551959,1,4,6,1,0
45,8173,0.3799749244584082,1,1,5,1,0
35,5938,0.8843861674538583,1,4,13,0,0
30,1131,0.25217110566518597,0,1,12,1,0
54,4593,0.45323216509992736,1,4,10,0,0
39,1293,0.6390174289267628,0,3,13,0,0
29,4685,0.877464949671778,0,4,3,1,0
19,9016,0.5246211016193748,1,3,3,1,0
54,8762,0.3735246278123828,0,1,2,1,0
24,7846,0.8670150784720089,1,1,13,1,0
43,8584,0.31024642468761054,1,3,7,1,0
43,8310,0.07942369963257645,1,3,9,1,0
41,6356,0.44504210751024,1,2,6,0,0
29,1286,0.7850933064979919,1,2,10,0,0
33,9641,0.030780831753523086,0,4,1,1,0
40,7586,0.5858822449895921,1,3,6,0,0
57,6303,0.5944640485272361,0,1,11,0,0
26,4116,0.9285417634273816,1,2,8,0,0
49,6874,0.2864648171450218,1,3,8,0,1
32,7970,0.2788366132106962,1,1,14,0,1
54,9148,0.44048365133967815,1,1,10,1,0
30,9444,0.35691490147151517,0,3,13,1,0
22,2235,0.7363458626893268,1,4,3,0,0
28,1999,0.6417520771315496,1,2,13,0,0
27,4760,0.7589210379062663,1,2,1,1,0
69,5116,0.8200417911986891,0,3,5,1,0
30,5411,0.9229811327341477,1,4,6,0,0
58,6557,0.43093673178464764,0,1,10,1,0
63,6352,0.9846973894715495,1,4,9,1,0
67,4683,0.21566081340365273,1,2,2,0,1
32,3261,0.7143651619473286,1,3,14,0,0
59,2853,0.5340093173071893,1,2,1,1,0
24,9791,0.8169005946848834,1,3,7,0,0
57,7895,0.476770520606426,1,4,2,0,0
45,3990,0.7839386353624312,1,2,11,0,0
49,1862,0.930168714647678,0,4,2,0,0
52,5527,0.7322942661400873,1,2,3,1,0
32,2219,0.7760942862183243,1,4,14,0,0
65,4795,0.06717543126585612,0,2,4,1,0
53,1527,0.20495766223228062,1,3,13,0,1
38,8369,0.9743037405035937,1,4,7,0,0
23,3922,0.6931870037873944,0,4,1,0,0
18,6849,0.5614490173110046,1,3,13,0,0
21,2162,0.36697637339645006,1,1,6,0,1
28,1846,0.04438900120691791,0,2,11,0,0
61,7959,0.369135907964135,0,2,7,0,0
43,4086,0.4989128732895759,1,3,3,0,0
54,4283,0.21145950938688673,0,2,3,1,0
40,4323,0.17313679127383252,0,4,2,1,0
46,1445,0.5084165513575168,0,4,5,1,0
38,2025,0.5859042356275439,1,3,7,1,0
65,2359,0.23991791885452485,1,4,11,1,0
62,9210,0.587389474456213,0,1,12,0,0
62,7113,0.9003399638742949,0,2,14,0,0
66,9752,0.4731732580213538,0,3,3,0,0
44,1471,0.8573901695871814,0,3,7,0,0
56,1027,0.9272714445333184,1,2,8,1,0
57,9751,0.0923940289370857,1,1,13,1,0
30,4236,0.09581157965679699,1,3,3,1,0
40,4948,0.4760441828876014,1,2,11,1,0
33,7172,0.5881024443177026,0,1,1,0,0
47,2979,0.4258834644650292,1,3,3,0,0
21,5921,0.32645077041750303,0,1,13,0,0
57,3326,0.6409941161261559,0,3,6,1,0
33,3330,0.002081512349920267,0,2,1,1,0
48,8646,0.9680732808637424,0,2,9,0,0
59,2002,0.23207908818802214,1,2,3,0,1
42,7448,0.9170987685830071,0,1,3,0,0
61,7837,0.10901474453450599,0,4,12,1,0
29,7467,0.23808718204457258,0,1,7,1,0
43,8354,0.23487370108750039,0,2,7,0,0
54,3529,0.9961529042006462,1,3,13,1,0
65,2430,0.00460054572588442,0,4,6,0,0
50,4912,0.6396382093034958,1,1,7,0,0
45,2532,0.8696865810608528,0,1,5,0,0
26,2892,0.6722736540247367,1,3,8,1,0
29,2421,0.36273381821694417,0,3,10,1,0
22,9582,0.9583093627029349,0,2,14,1,0
69,6768,0.893520754589041,1,1,2,1,0
45,3818,0.43395492024951776,1,3,5,1,0
52,6617,0.5733284926111635,1,3,11,0,0
22,2195,0.9675191878052407,0,4,9,0,0
51,7229,0.9825603619264701,1,2,4,1,0
63,6305,0.4498232757179522,1,2,8,1,0
51,9077,0.8473500281430886,0,1,3,0,0
30,1842,0.30198022695393634,1,3,6,1,0
56,6200,0.3718128729306647,0,2,8,1,0
59,6921,0.16482188299022626,0,1,14,1,0
62,1294,0.2091845927767303,1,2,9,1,0
65,7097,0.6568733022593589,0,1,14,0,0
31,7412,0.5107816180070809,0,3,13,1,0
28,9836,0.23113186062560287,0,2,7,0,0
59,7678,0.40290961636165257,0,1,6,1,0
55,6020,0.37318345986368173,1,1,11,1,0
21,6743,0.9873602045353342,1,3,6,0,0
50,1110,0.8535658372113794,0,2,12,0,0
24,9775,0.38796633338382425,1,1,6,1,0
58,5864,0.9139165788960331,0,1,10,0,0
25,2648,0.34263539162817114,1,1,9,0,1
54,7381,0.6679015127348594,1,1,3,0,0
68,3381,0.9666499966821125,0,2,4,1,0
27,1105,0.39027886398855227,0,4,3,1,0
60,6818,0.6798849651049338,0,2,13,1,0
32,1381,0.2959238110626332,0,1,9,1,0
55,5356,0.26631231559797464,1,2,13,0,1
32,6918,0.5741566664315519,0,2,14,1,0
22,2316,0.9792645980332182,1,3,5,1,0
46,6454,0.45313384872016993,1,3,14,1,0
36,5074,0.9376369703165807,0,1,10,0,0
68,5804,0.9143635202447616,1,4,13,0,0
27,1906,0.25376261234499475,0,3,8,1,0
29,8621,0.4018194070843274,0,2,12,0,0
21,1662,0.6433024784941831,1,1,8,0,0
48,7718,0.5180458844113917,0,4,9,1,0
35,9654,0.09595852986317432,0,3,10,0,0
33,1942,0.9936980301271583,0,1,7,0,0
57,9349,0.75265400121128,1,4,3,1,0
53,7415,0.43769403822471176,1,1,5,1,0
42,4309,0.6181685496662913,0,4,3,0,0
40,2326,0.08757281726623012,0,3,2,1,0
29,3106,0.49530165368961,1,2,3,0,0
51,5799,0.9308324158174878,1,2,12,0,0
53,9839,0.8966009580549783,0,3,10,1,0
54,3938,0.3373808454831456,1,3,9,0,1
20,3483,0.5313678638213388,0,3,9,0,0
26,2375,0.6973835240876468,0,4,8,0,0
35,8856,0.34000926690790534,0,4,7,1,0
60,1244,0.06487921809393848,1,4,1,0,1
52,3348,0.5054416567178047,1,4,9,0,0
51,1479,0.6016357358233364,1,4,10,0,0
58,2935,0.005841600121510249,0,4,2,1,0
31,6757,0.09557537353853063,1,4,6,1,0
21,1087,0.20729064359415228,1,3,10,1,0
46,9764,0.34805228699093416,0,4,5,0,0
58,1178,0.5410512228305804,1,1,6,1,0
62,1162,0.2938429187596653,0,4,8,1,0
67,3640,0.27618381440650375,0,2,8,0,0
32,3348,0.8693493438130818,1,2,10,1,0
45,3421,0.14505064080142627,1,3,2,0,1
59,5298,0.49546013317236026,0,2,7,0,0
33,5142,0.952824716936136,1,2,2,0,0
29,5503,0.6250132491160458,1,2,1,0,0
69,2217,0.7172054798944385,1,3,12,0,0
22,3474,0.4312369913906071,0,3,8,1,0
51,1929,0.019932167119719568,0,4,9,0,0
59,8958,0.6461303683672054,1,2,14,0,0
18,9508,0.6319242814281241,0,4,7,0,0
56,2502,0.11042763646333309,1,3,4,0,1
49,1420,0.4621597136246315,1,4,7,0,0
43,6830,0.9153289446656504,1,4,4,0,0
34,5358,0.20508483197197513,1,2,7,0,1
65,2449,0.4610987546341103,0,3,4,1,0
44,6811,0.4611031852005204,1,2,14,1,0
41,9619,0.8107614681476384,0,4,14,1,0
52,8871,0.8245758703294446,0,3,9,0,0
63,9588,0.7592694196633919,1,4,5,1,0
59,9987,0.36545415918827373,1,4,7,1,0
56,1106,0.0720369250185201,0,2,11,0,0
43,5049,0.3494829772240141,1,3,8,1,0
66,9289,0.6797912012713396,1,3,5,0,0
55,2903,0.7027465744890764,0,2,1,0,0
40,8649,0.965000209476719,0,1,4,0,0
39,4570,0.4536412314437085,0,2,3,0,0
21,6376,0.6324355829402903,1,2,13,1,0
66,1042,0.5391908707225317,1,1,7,0,0
26,7385,0.15061856011323738,0,3,6,1,0
21,2577,0.46120247213213605,0,1,6,1,0
24,7065,0.5448351546889942,1,4,2,0,0
40,6885,0.9507496060422586,0,4,6,1,0
19,9576,0.36653905440895607,0,2,8,0,0
66,4577,0.9800991031079778,1,4,5,0,0
41,4238,0.5423000740240844,0,1,9,0,0
57,6244,0.24246924330305752,1,4,11,1,0
48,3134,0.1916643870158078,0,3,2,0,0
64,4892,0.14169491726023176,1,2,7,1,0
48,5321,0.452932870573453,1,2,6,1,0
64,6776,0.02192642978892323,0,3,14,0,0
57,6828,0.44504528331486537,0,3,11,0,0
65,4815,0.9884046921559463,0,2,11,1,0
68,1295,0.6701067957222666,1,3,13,1,0
60,1413,0.7597861212004047,0,4,6,0,0
51,6956,0.11900539071826255,1,4,4,0,1
41,7278,0.4731008614900908,0,4,14,0,0
66,7668,0.2862231010257139,1,4,13,0,1
43,9195,0.8940975279890293,0,1,10,0,0
33,1177,0.18129247201391252,1,1,9,1,0
64,9937,0.458733327136742,1,1,6,1,0
30,5354,0.5880477183456377,1,1,13,1,0
32,9843,0.5140410915785326,1,4,12,0,0
44,6914,0.8302435279704073,1,4,8,0,0
21,6482,0.23145317131964038,1,3,8,0,1
33,4271,0.3773911104236912,0,1,4,0,0
47,7687,0.7920842965739525,1,1,5,1,0
61,6392,0.5280714117368048,0,2,2,1,0
47,1289,0.4021173856479573,0,3,4,1,0
53,9994,0.029442514744831505,0,4,12,1,0
20,9425,0.7533854240156094,0,3,6,0,0
39,1407,0.9721820779667603,0,3,14,1,0
66,1693,0.62028700948851,0,2,2,0,0
39,2169,0.8565412206887946,0,2,2,1,0
67,9623,0.5168757431949261,1,3,10,1,0
67,8782,0.23168096542336458,0,1,7,0,0
66,4044,0.01444210423514547,0,4,10,0,0
29,6530,0.6533982675899892,1,2,5,0,0
38,5992,0.49310884824824464,1,2,13,0,0
21,4924,0.7820981470876015,0,4,3,1,0
48,7970,0.6946824174353046,1,2,3,0,0
61,4312,0.9879523682065647,0,3,7,1,0
48,5318,0.5103125834120398,1,4,3,1,0
40,2688,0.42717478967300937,0,1,12,1,0
37,1467,0.28673968943929495,1,2,10,1,0
32,3422,0.47686129179127446,0,2,5,0,0
40,8279,0.8728714781229221,1,3,13,0,0
45,5507,0.04243972579174127,0,1,2,1,0
33,5721,0.9779000472861887,1,2,3,1,0
54,6371,0.993307194307798,1,4,14,0,0
38,8541,0.5978213785879017,1,4,4,0,0
32,2486,0.3315442036954014,1,3,13,1,0
34,4749,0.2230489683220238,1,3,1,1,0
67,9059,0.27649039568487876,0,2,4,1,0
54,3503,0.05010542650497185,0,3,4,0,0
30,8855,0.4751109584833588,0,4,3,0,0
36,8055,0.057324270864405835,1,3,10,1,0
47,1399,0.7184742147759252,1,4,9,1,0
62,5382,0.37192945553285406,1,2,3,1,0
35,2539,0.19936473174716318,0,4,2,1,0
31,9428,0.5448535578360384,0,3,7,1,0
53,8185,0.9737593072430137,0,4,9,1,0
53,5910,0.6951310490184183,1,4,6,0,0
37,5509,0.4917468501041602,1,1,14,0,0
69,7051,0.7769142992545063,1,1,5,0,0
36,7152,0.7374764718989887,0,2,1,0,0
62,9611,0.8917354610577937,1,4,3,0,0
61,5124,0.2046689475939475,1,4,9,1,0
24,3395,0.858877576258732,1,4,8,0,0
61,9852,0.30102608704169886,0,1,9,1,0
21,4950,0.9409989278250971,0,4,8,0,0
51,1449,0.2810651489467352,0,1,1,1,0
19,1379,0.9268485431626762,1,2,8,1,0
22,8285,0.96379071446408,1,4,8,1,0
27,3301,0.14549135745701425,0,4,5,1,0
49,8710,0.974499883262783,1,3,14,0,0
59,6792,0.08572296842928229,1,1,6,0,1
58,9918,0.21856778661252196,1,3,2,0,1
30,8216,0.44416878087280454,0,2,1,1,0
56,5905,0.9935973657117101,0,1,8,1,0
22,6999,0.48856305116537935,0,4,7,0,0
27,9607,0.5504094431784858,1,4,4,1,0
27,8122,0.6944249495236485,0,4,11,0,0
55,1599,0.9682935582729514,0,4,12,1,0
44,8288,0.7833514001242444,0,2,7,1,0
68,8921,0.2241540044236986,0,4,2,1,0
38,2567,0.3029909306643547,0,4,11,1,0
25,2094,0.0976282396085244,1,4,2,0,1
18,7191,0.6444523641647398,1,3,7,1,0
45,2458,0.18074030653922157,1,2,3,0,1
66,9046,0.2574048884793657,1,1,6,1,0
56,5934,0.8881136551803771,1,2,14,0,0
31,2354,0.3267556753320152,1,2,12,0,1
38,7473,0.566646718354167,0,2,12,0,0
47,9404,0.39756600878917703,1,4,13,1,0
38,4894,0.07403128740591358,1,3,7,0,1
66,9032,0.36286382989670507,1,3,7,0,1
26,3963,0.40806820303593083,1,3,10,1,0
34,4042,0.8957011019115182,1,3,4,0,0
22,7973,0.3244506536463395,1,1,3,1,0
48,8139,0.37924111976206787,1,3,1,0,1
69,7930,0.7828967686723345,1,4,7,0,0
57,2732,0.7589566512115979,0,4,9,0,0
55,8870,0.7982852766484908,1,3,1,1,0
60,6340,0.953770740076004,1,1,5,0,0
36,6111,0.7955574983947842,1,3,4,0,0
53,4081,0.40760820321789093,1,4,10,1,0
67,8802,0.8215085168980919,1,4,2,1,0
50,8527,0.5086746320899383,0,4,7,1,0
30,5868,0.2777140325185653,0,2,7,1,0
31,2529,0.3029170681310124,0,4,13,1,0
50,2081,0.22384238856339833,0,3,8,1,0
46,8994,0.1449929578197534,0,4,3,1,0
60,4531,0.18449041185365034,1,1,6,0,1
66,1716,0.06317804995381937,0,2,4,0,0
53,7229,0.8884508649323863,0,1,12,0,0
61,1204,0.9310078096491232,0,4,11,1,0
27,7784,0.5867703924938955,0,2,3,0,0
48,5094,0.840489556608685,1,2,4,1,0
23,6482,0.18357110265314713,1,2,12,0,1
18,6740,0.9016738252269851,0,4,1,0,0
24,8219,0.5063615596305083,1,1,7,1,0
44,7154,0.06716499260555508,1,4,7,0,1
38,5842,0.1413127444941602,1,2,7,1,0
45,9103,0.3089764607868172,1,4,2,0,1
33,3018,0.043557580354751435,0,2,1,1,0
63,6051,0.3092933780174436,1,2,9,1,0
40,9709,0.05993043311889179,1,2,2,1,0
69,8835,0.23602760519282517,0,4,5,1,0
37,2438,0.2656697558564416,0,4,14,0,0
55,5086,0.9943689763667939,1,2,5,1,0
42,6127,0.23554667376366445,0,3,13,0,0
45,3052,0.23918644893858032,0,1,13,0,0
22,8529,0.686788968358385,0,2,11,0,0
38,8147,0.859357478516452,0,2,8,1,0
35,5368,0.38705541260208653,1,2,1,1,0
64,5517,0.8756180199406924,0,2,11,1,0
23,3312,0.3401420207477571,1,2,7,1,0
46,6577,0.19701587961501932,0,3,3,0,0
36,9973,0.3296388243277235,1,4,2,1,0
50,2244,0.6093563739279924,0,3,5,1,0
18,3416,0.36714315931207375,0,2,4,0,0
62,7490,0.6728938039892888,0,2,13,0,0
20,7168,0.2369358794224824,1,2,9,1,0
59,6839,0.7009928939891488,1,4,11,0,0
38,9608,0.34743836324846666,0,1,1,1,0
52,9406,0.4558683716019345,0,1,11,1,0
58,8097,0.5577451404428959,0,3,3,0,0
57,6009,0.6862250031859937,1,3,3,1,0
20,2582,0.2387136918487337,1,1,4,0,1
42,9924,0.8359455374108105,1,2,7,0,0
62,8876,0.7218427497552398,1,4,5,0,0
55,3427,0.23409791902399946,0,3,11,1,0
62,6721,0.9749745626029104,1,4,10,1,0
37,9423,0.6647969910304584,1,2,14,1,0
69,5930,0.4524268864667056,0,2,6,0,0
61,5353,0.15752732555351634,0,3,3,1,0
62,8832,0.5332210023081314,1,1,5,1,0
51,6375,0.1647758868271182,1,1,13,0,1
38,1402,0.42949167869784377,0,1,12,0,0
65,7567,0.40871252273951886,1,2,11,0,0
40,5865,0.7199396443474602,0,2,2,1,0
23,9146,0.1923831812242498,1,4,4,0,1
68,1064,0.8218713548708458,1,4,12,0,0
30,3237,0.3261323270161658,1,4,3,0,1
66,8770,0.44398862696877506,0,2,3,1,0
40,1172,0.7723409755538425,1,1,12,1,0
26,8935,0.6253923997135148,0,2,4,0,0
34,3675,0.30802535180193735,0,4,8,0,0
19,5005,0.386202924545881,1,4,12,1,0
36,7544,0.30578681398961016,1,4,8,1,0
36,9829,0.5947701672771571,1,4,1,1,0
24,1948,0.3326245332068397,0,3,12,0,0
59,2694,0.7256976947831408,1,4,5,1,0
59,5757,0.5797871585837261,0,2,14,0,0
37,7282,0.14570661174750899,0,3,2,1,0
26,1142,0.3102686186798824,1,1,10,1,0
34,7001,0.22144744191015575,1,2,6,0,1
44,7652,0.3903132125514853,1,2,3,1,0
64,5581,0.5159840862093631,1,1,12,0,0
19,6087,0.5067628572841099,0,2,10,1,0
53,2460,0.754523676563289,1,3,10,0,0
36,4887,0.18917186360170934,0,1,13,1,0
34,9484,0.9464728292974468,1,3,13,0,0
22,1837,0.3428451068821686,0,4,9,0,0
56,6846,0.3002488469161385,0,1,14,0,0
35,9463,0.6851785781802198,0,3,9,0,0
24,3369,0.8055166286830625,0,4,8,0,0
34,9997,0.3784717648136534,1,3,2,0,1
56,4174,0.7468469748939771,1,3,11,1,0
53,6985,0.8837359561360547,1,2,2,1,0
57,1882,0.7668036652069574,1,4,11,0,0
62,4171,0.03419648557083299,0,2,2,0,0
21,3040,0.8273689113661882,1,4,5,1,0
55,7732,0.7744809584543674,0,4,12,0,0
42,7372,0.669290238153186,0,2,10,1,0
22,6985,0.7600224190879035,0,2,9,1,0
47,8562,0.9794253958319389,0,2,7,0,0
29,6900,0.43111288781834967,0,4,7,0,0
21,8965,0.06722323495459781,0,4,3,0,0
41,6316,0.46088996962771667,0,4,3,0,0
46,9465,0.046433655391047934,0,4,10,1,0
26,1589,0.29425040808846115,0,4,3,1,0
21,9774,0.586879791796759,0,4,1,0,0
68,6063,0.3096228929261563,0,3,13,0,0
41,4633,0.6853952459095386,1,2,12,1,0
31,2990,0.8219863276857211,0,4,8,0,0
22,7515,0.4204391792795369,1,3,12,1,0
35,2258,0.9001379512930036,0,1,11,0,0
59,3866,0.07983893135040021,0,3,2,1,0
36,4738,0.8401131642004498,0,2,11,1,0
29,1571,0.8285731454392989,0,1,7,1,0
35,9736,0.3219938963267649,0,4,9,1,0
34,5222,0.298715187124615,1,2,14,0,1
47,1637,0.30509498115351263,1,1,2,0,1
41,9232,0.8113937123444109,0,3,13,1,0
28,5882,0.8316534876101951,0,1,1,1,0
52,5392,0.3297224588276676,0,2,5,1,0
40,4672,0.5925903474444618,1,1,10,0,0
34,8257,0.1389332294404545,1,3,5,0,1
18,5711,0.4687787382810221,0,1,1,0,0
32,6643,0.9987928508555383,0,3,9,0,0
49,1159,0.15883914770624685,0,1,3,0,0
26,6938,0.947562639960059,1,3,14,1,0
32,1580,0.8242547219650078,0,3,2,0,0
45,9411,0.9722146509462699,0,3,12,0,0
41,8586,0.17957876061053302,0,4,7,0,0
52,5474,0.21351849044336424,1,3,14,0,1
39,8073,0.016867181734858683,0,2,12,1,0
44,6059,0.7247018129156055,0,3,5,1,0
36,5328,0.6440946934361856,0,4,4,1,0
62,2394,0.1780654383247321,1,4,4,0,1
29,1921,0.7911449655420719,1,2,9,1,0
37,3773,0.2991955061317254,0,3,9,1,0
18,5462,0.13499556933063517,1,4,1,0,1
38,5576,0.42256266501934814,0,4,12,1,0
66,4434,0.09096984842685607,1,1,13,0,1
62,7733,0.26324365627324664,0,1,10,1,0
18,2865,0.37133335842734616,0,2,7,0,0
27,1724,0.8518641745141499,0,1,11,1,0
64,1711,0.7925487412932214,1,3,8,1,0
49,8710,0.44275428575061826,1,1,5,0,0
56,6080,0.7245750577523875,1,4,7,1,0
39,1390,0.568649636179005,0,2,8,0,0
35,5487,0.3408418550780681,1,1,8,1,0
65,9116,0.7258743434952848,0,2,9,0,0
63,7747,0.683499154466378,1,3,5,1,0
49,7066,0.619094442193602,0,3,2,1,0
44,5494,0.6179555210432506,0,1,6,1,0
45,4572,0.6829819923269768,0,1,1,0,0
35,8769,0.3845455126425382,0,1,10,0,0
56,3311,0.8690758150677024,1,4,6,0,0
66,7773,0.16230784549646082,0,3,3,1,0
46,7905,0.8838854632391541,1,4,13,0,0
35,4642,0.3422818430319944,0,1,3,0,0
61,7338,0.12503161560862253,0,3,7,1,0
25,3609,0.6000274026791299,0,4,4,0,0
48,7240,0.37598666907040523,1,4,5,0,1
51,8806,0.8154997271035193,0,2,6,0,0
24,1757,0.4307854685287673,0,4,12,1,0
53,6086,0.6685625255621098,0,1,10,0,0
35,7220,0.3082579895048255,0,1,12,0,0
55,6602,0.2094523750253401,1,4,14,0,1
26,7121,0.3880490309488238,0,2,6,1,0
26,9956,0.6068078346024335,0,2,2,0,0
63,3725,0.6569467392113518,0,2,3,1,0
25,4368,0.5782066652980183,1,4,1,0,0
68,4497,0.9880557186241089,1,4,3,1,0
52,9174,0.6910901864951653,0,2,8,0,0
35,6642,0.9315196275969178,1,4,4,0,0
22,9774,0.11793319489517451,0,3,2,1,0
31,5766,0.06137292981347886,1,1,4,1,0
45,5633,0.31099470201195367,0,4,14,0,0
47,2821,0.13658893837642394,0,3,7,0,0
21,2185,0.5258685282282677,1,4,9,0,0
56,2637,0.5189812535232787,0,3,5,0,0
37,8236,0.5750471664439502,0,2,13,0,0
42,9380,0.7452278808310727,1,1,5,0,0
45,2746,0.9713297002123199,0,4,12,1,0
29,6797,0.8782586914391465,0,3,5,1,0
19,9089,0.1183672395755816,0,3,10,1,0
60,3620,0.33851368877065724,1,2,9,1,0
31,8597,0.2558230250480419,1,1,7,0,1
39,9002,0.1768173577797928,0,1,14,1,0
48,7107,0.5447248766557845,1,1,3,1,0
40,3793,0.5532644020327305,0,3,14,1,0
65,3500,0.22724482788806133,1,4,2,1,0
37,9361,0.7118972503066855,1,4,9,0,0
55,5925,0.7329142991695052,1,2,3,1,0
21,2080,0.020979994833933313,0,1,13,1,0
32,5864,0.39575770372231656,1,4,11,0,1
41,5453,0.8901406412016211,0,3,8,0,0
42,3248,0.5203186082438382,0,3,12,1,0
18,2325,0.3476278014389943,1,1,4,1,0
24,4873,0.25367615159513013,0,2,5,1,0
48,2688,0.24335451991828227,1,2,8,0,1
29,3985,0.09976803385080635,0,1,5,1,0
59,3076,0.8172264190930921,0,3,10,0,0
22,2461,0.08665740539417122,0,2,2,0,0
61,1072,0.2922947658618158,1,3,6,1,0
67,7030,0.04567573856635321,0,3,7,1,0
59,5611,0.7813865697237005,1,4,12,0,0
55,3796,0.03928368222679046,0,2,1,0,0
29,8717,0.3083011038682084,0,3,10,0,0
56,5516,0.573297370086664,0,4,9,0,0
35,3493,0.4095613602934438,0,3,6,0,0
19,5231,0.28227106724910045,1,1,4,0,1
27,4576,0.27518907242754165,0,2,2,1,0
32,9100,0.7977903060062493,0,3,9,1,0
47,6728,0.9739780950872451,0,2,6,1,0
61,1032,0.3480410704487934,0,4,9,1,0
34,5373,0.039145513609016525,1,2,2,0,1
21,4598,0.03656577790910842,0,3,5,0,0
24,3392,0.7592134152107181,1,2,6,1,0
58,7705,0.552369821609127,0,1,14,1,0
48,7790,0.7835926574173304,1,1,11,1,0
68,3677,0.6974970102885748,1,4,5,1,0
56,2401,0.9075063492653965,0,3,6,1,0
51,1817,0.8858242910466235,1,2,3,0,0
23,7203,0.7883273956211774,0,4,9,0,0
67,5562,0.47518916004214373,0,4,2,1,0
55,5723,0.30812640760385246,1,3,14,1,0
62,3438,0.5070267874446399,0,2,12,1,0
68,7828,0.5020716073198236,0,4,2,1,0
51,2210,0.6102755488893377,1,4,5,1,0
61,7641,0.1860975677829041,0,3,11,1,0
32,1599,0.6556198804449888,0,3,10,1,0
31,6480,0.4566009242058158,1,4,3,1,0
23,2846,0.6202048319408592,1,2,13,0,0
67,7592,0.23960482291954566,0,4,13,1,0
54,8861,0.43439489387735497,0,1,2,1,0
67,2887,0.21020121445252027,1,3,6,1,0
49,1679,0.8753051567568016,0,1,12,0,0
20,4252,0.4879610450415376,1,2,6,1,0
20,2835,0.22498141557381213,0,3,7,0,0
39,3177,0.041208695741546286,1,2,4,1,0
39,9142,0.6757386646535418,0,1,8,0,0
27,1148,0.2146447139897557,0,2,3,0,0
68,2495,0.9895821923187783,1,3,10,1,0
20,2744,0.5337003734151716,0,1,1,1,0
29,2646,0.2889769962480321,1,3,5,1,0
46,3995,0.6576774337926303,1,1,6,0,0
65,7643,0.27521992343808555,1,4,11,0,1
34,8378,0.8202742939097465,0,2,13,1,0
24,9849,0.3082360509299419,0,2,3,0,0
30,4667,0.9882477323959092,1,3,2,1,0
19,1576,0.6051447854452936,1,4,3,0,0
21,5779,0.8444111489426633,1,3,3,1,0
27,9187,0.07281546957842222,0,3,7,1,0
56,3972,0.3482994173861882,1,1,1,0,1
41,8756,0.7374870861661497,1,4,11,0,0
34,4948,0.6550590173405827,0,1,4,0,0
69,7544,0.19424312143375777,1,3,11,0,1
23,3045,0.35620293050970986,0,1,3,0,0
36,2627,0.2634434074875409,1,1,10,1,0
22,2488,0.613370169761843,1,2,11,1,0
49,4563,0.34456822945877497,1,4,7,0,1
27,2802,0.3090542420003498,0,2,1,0,0
26,4591,0.2073779804363417,0,4,8,0,0
44,4520,0.4090271209146483,0,2,10,1,0
30,6896,0.19550259019655358,1,3,7,1,0
36,8643,0.9625695873776323,1,2,13,1,0
38,8041,0.1545018114953034,1,4,12,1,0
41,4311,0.9133047149587763,1,4,12,1,0
55,3305,0.42847309815658197,0,4,8,1,0
21,8875,0.37786599156172207,1,2,8,1,0
41,2967,0.23131980090484883,1,1,13,0,1
52,9009,0.6357563343675191,0,2,11,1,0
20,6462,0.6855280150108364,1,1,9,1,0
21,7897,0.46757096225241745,0,2,1,1,0
54,4458,0.05570689569342413,1,3,9,1,0
57,9585,0.9185101506885499,0,3,1,0,0
65,5778,0.980329132876381,1,2,3,0,0
52,4730,0.431043415211835,0,2,13,0,0
48,5365,0.6136608074093272,0,2,7,0,0
61,8547,0.4502986262437467,1,3,13,1,0
42,1027,0.3218796508861206,1,1,8,0,1
57,4491,0.07731879285780763,0,4,12,1,0
30,7423,0.45606773039729886,0,1,5,0,0
21,6301,0.8183845563594515,1,2,1,0,0
63,7160,0.017031461088003574,0,3,3,0,0
31,2173,0.5821076831802223,1,4,7,1,0
30,1338,0.8807721087266889,1,1,2,0,0
44,1841,0.217549430014358,1,2,2,0,1
23,1293,0.1832558646890622,1,3,9,0,1
34,7558,0.7722766257019431,1,3,6,1,0
53,2647,0.2550864311192933,1,4,4,1,0
57,5898,0.19198426756064846,0,1,10,1,0
66,5526,0.37798925056923505,1,3,14,1,0
52,6614,0.39250201227021797,0,2,9,1,0
34,4801,0.874101063016566,1,2,7,0,0
58,9280,0.6184434719336769,1,4,7,1,0
19,8376,0.40596145633958935,1,1,8,0,0
30,1899,0.5343879642857668,0,3,3,1,0
69,4477,0.9539652333252742,1,4,2,0,0
19,2744,0.11321467660989537,1,1,1,1,0
69,7096,0.20771552172469143,1,1,2,0,1
45,3253,0.9625287065865553,1,3,3,1,0
60,2633,0.9573248485272041,0,4,5,1,0
43,8001,0.17716542126477264,0,4,8,1,0
39,8020,0.14510881712529822,1,4,13,0,1
64,9149,0.4210851343386198,1,4,11,1,0
60,5701,0.04971829248796911,0,1,11,0,0
20,7735,0.6549035322851401,1,4,13,0,0
52,2013,0.07749602166174219,0,4,3,1,0
29,4299,0.05802962709428072,0,3,7,0,0
41,2506,0.48518693620884923,0,2,11,1,0
22,5803,0.9577866361101015,0,1,11,0,0
37,1977,0.4267959360631596,0,3,5,1,0
56,2817,0.3564811586605511,0,3,5,0,0
56,5901,0.9979567155022859,0,3,14,0,0
30,7798,0.5319689607791834,1,1,8,1,0
58,1473,0.37524140689024854,0,2,10,1,0
62,1567,0.3858608133416018,1,1,5,0,1
29,8966,0.19495949603351048,1,4,10,0,1
