FacturaID,Oficina,Ciudad,LineaProducto,PrecioUnitario,Cantidad,Impuestos,Total,FechaCompra,HoraCompra,MetodoPago,Costos,IngresosBrutos,Rating
608-04-3797,B,Bristol,Health and beauty,25.32,8,10.13,212.69,5/03/2023,20:24:00,Ewallet,202.56,10.13,8.7
608-05-3804,B,Bristol,Electronic accessories,39.75,1,1.99,41.74,25/02/2023,20:19:00,Cash,39.75,1.99,6.1
608-27-6295,B,Bristol,Electronic accessories,52.89,6,15.87,333.21,19/01/2023,17:34:00,Credit card,317.34,15.87,9.8
608-96-3517,B,Bristol,Fashion accessories,91.54,4,18.31,384.47,23/03/2023,19:20:00,Credit card,366.16,18.31,4.8
609-81-8548,A,Plymouth,Home and lifestyle,37.44,6,11.23,235.87,6/02/2023,13:55:00,Credit card,224.64,11.23,5.9
610-46-4100,A,Plymouth,Health and beauty,28.95,7,10.13,212.78,3/03/2023,20:31:00,Credit card,202.65,10.13,6
612-36-5536,A,Plymouth,Food and beverages,80.96,8,32.38,680.06,17/02/2023,11:12:00,Credit card,647.68,32.38,7.4
613-59-9758,C,Glasgow,Sports and travel,14.36,10,7.18,150.78,27/01/2023,14:28:00,Cash,143.6,7.18,5.4
616-24-2851,B,Bristol,Fashion accessories,17.87,4,3.57,75.05,22/03/2023,14:42:00,Ewallet,71.48,3.57,6.5
616-87-0016,B,Bristol,Fashion accessories,95.54,7,33.44,702.22,9/03/2023,14:36:00,Credit card,668.78,33.44,9.6
617-15-4209,C,Glasgow,Health and beauty,15.37,2,1.54,32.28,16/03/2023,19:47:00,Cash,30.74,1.54,7.2
618-34-8551,A,Plymouth,Sports and travel,93.18,2,9.32,195.68,16/01/2023,18:41:00,Credit card,186.36,9.32,8.5
620-02-2046,C,Glasgow,Home and lifestyle,69.4,2,6.94,145.74,27/01/2023,19:48:00,Ewallet,138.8,6.94,9
622-20-1945,C,Glasgow,Health and beauty,39.42,1,1.97,41.39,18/01/2023,15:08:00,Cash,39.42,1.97,8.4
624-01-8356,B,Bristol,Home and lifestyle,49.01,10,24.5,514.6,27/01/2023,10:44:00,Credit card,490.1,24.5,4.2
626-43-7888,C,Glasgow,Fashion accessories,60.41,8,24.16,507.44,7/02/2023,12:23:00,Ewallet,483.28,24.16,9.6
627-95-3243,B,Bristol,Home and lifestyle,77.68,9,34.96,734.08,4/02/2023,13:21:00,Ewallet,699.12,34.96,9.8
628-34-3388,C,Glasgow,Fashion accessories,27.38,6,8.21,172.49,5/01/2023,20:54:00,Credit card,164.28,8.21,7.9
628-90-8624,B,Bristol,Health and beauty,82.58,10,41.29,867.09,14/03/2023,14:41:00,Cash,825.8,41.29,5
629-42-4133,C,Glasgow,Health and beauty,21.8,8,8.72,183.12,19/02/2023,19:24:00,Cash,174.4,8.72,8.3
630-74-5166,A,Plymouth,Sports and travel,62.13,6,18.64,391.42,22/03/2023,20:19:00,Cash,372.78,18.64,7.4
631-34-1880,C,Glasgow,Food and beverages,24.31,3,3.65,76.58,8/01/2023,19:09:00,Credit card,72.93,3.65,4.3
631-41-3108,A,Plymouth,Home and lifestyle,46.33,7,16.22,340.53,3/03/2023,13:23:00,Credit card,324.31,16.22,7.4
632-32-4574,B,Bristol,Sports and travel,75.92,8,30.37,637.73,20/03/2023,14:14:00,Cash,607.36,30.37,5.5
632-90-0281,C,Glasgow,Fashion accessories,37.55,10,18.77,394.27,8/03/2023,20:01:00,Credit card,375.5,18.77,9.3
633-09-3463,C,Glasgow,Electronic accessories,47.65,3,7.15,150.1,28/03/2023,12:58:00,Credit card,142.95,7.15,9.5
633-44-8566,A,Plymouth,Food and beverages,49.38,7,17.28,362.94,27/03/2023,20:35:00,Credit card,345.66,17.28,7.3
633-91-1052,A,Plymouth,Home and lifestyle,12.03,2,1.2,25.26,27/01/2023,15:51:00,Cash,24.06,1.2,5.1
634-97-8956,A,Plymouth,Food and beverages,32.9,3,4.93,103.64,17/02/2023,17:27:00,Credit card,98.7,4.93,9.1
635-28-5728,A,Plymouth,Health and beauty,56,3,8.4,176.4,28/02/2023,19:33:00,Ewallet,168,8.4,4.8
635-40-6220,A,Plymouth,Health and beauty,89.6,8,35.84,752.64,7/02/2023,11:28:00,Ewallet,716.8,35.84,6.6
636-17-0325,B,Bristol,Health and beauty,62.57,4,12.51,262.79,25/02/2023,18:37:00,Cash,250.28,12.51,9.5
636-48-8204,A,Plymouth,Electronic accessories,34.56,5,8.64,181.44,17/02/2023,11:15:00,Ewallet,172.8,8.64,9.9
636-98-3364,B,Bristol,Electronic accessories,26.26,3,3.94,82.72,2/03/2023,12:36:00,Ewallet,78.78,3.94,6.3
638-60-7125,A,Plymouth,Electronic accessories,99.56,8,39.82,836.3,14/02/2023,17:03:00,Credit card,796.48,39.82,5.2
639-76-1242,C,Glasgow,Food and beverages,40.52,5,10.13,212.73,3/02/2023,15:19:00,Cash,202.6,10.13,4.5
640-48-5028,B,Bristol,Home and lifestyle,88.39,9,39.78,835.29,2/03/2023,12:40:00,Cash,795.51,39.78,6.3
640-49-2076,B,Bristol,Sports and travel,83.78,8,33.51,703.75,10/01/2023,14:49:00,Cash,670.24,33.51,5.1
641-43-2399,B,Bristol,Home and lifestyle,25.55,4,5.11,107.31,26/01/2023,20:23:00,Ewallet,102.2,5.11,5.7
641-51-2661,C,Glasgow,Food and beverages,87.1,10,43.55,914.55,12/02/2023,14:45:00,Credit card,871,43.55,9.9
641-62-7288,B,Bristol,Home and lifestyle,99.92,6,29.98,629.5,24/03/2023,13:33:00,Ewallet,599.52,29.98,7.1
641-96-3695,C,Glasgow,Fashion accessories,43.46,6,13.04,273.8,7/02/2023,17:55:00,Ewallet,260.76,13.04,8.5
642-30-6693,B,Bristol,Sports and travel,54.51,6,16.35,343.41,17/03/2023,13:54:00,Ewallet,327.06,16.35,7.8
642-32-2990,A,Plymouth,Food and beverages,10.96,10,5.48,115.08,2/02/2023,20:48:00,Ewallet,109.6,5.48,6
642-61-4706,B,Bristol,Food and beverages,93.4,2,9.34,196.14,30/03/2023,16:34:00,Cash,186.8,9.34,5.5
643-38-7867,A,Plymouth,Home and lifestyle,97.94,1,4.9,102.84,7/03/2023,11:44:00,Ewallet,97.94,4.9,6.9
645-44-1170,A,Plymouth,Home and lifestyle,58.07,9,26.13,548.76,19/01/2023,20:07:00,Ewallet,522.63,26.13,4.3
645-78-8093,A,Plymouth,Sports and travel,93.14,2,9.31,195.59,20/01/2023,18:09:00,Ewallet,186.28,9.31,4.1
647-50-1224,A,Plymouth,Fashion accessories,29.42,10,14.71,308.91,12/01/2023,16:23:00,Ewallet,294.2,14.71,8.9
648-83-1321,A,Plymouth,Home and lifestyle,63.56,10,31.78,667.38,16/01/2023,17:59:00,Cash,635.6,31.78,4.3
648-94-3045,C,Glasgow,Health and beauty,58.95,10,29.48,618.97,7/02/2023,14:27:00,Ewallet,589.5,29.48,8.1
649-11-3678,C,Glasgow,Food and beverages,22.93,9,10.32,216.69,26/02/2023,20:26:00,Cash,206.37,10.32,5.5
649-29-6775,B,Bristol,Fashion accessories,33.52,1,1.68,35.2,8/02/2023,15:31:00,Cash,33.52,1.68,6.7
650-98-6268,B,Bristol,Food and beverages,20.87,3,3.13,65.74,20/03/2023,13:53:00,Credit card,62.61,3.13,8
651-61-0874,C,Glasgow,Home and lifestyle,46.22,4,9.24,194.12,12/03/2023,20:04:00,Credit card,184.88,9.24,6.2
651-88-7328,A,Plymouth,Fashion accessories,65.74,9,29.58,621.24,1/01/2023,13:55:00,Cash,591.66,29.58,7.7
651-96-5970,A,Plymouth,Fashion accessories,46.41,1,2.32,48.73,3/03/2023,20:06:00,Credit card,46.41,2.32,4
652-43-6591,A,Plymouth,Fashion accessories,97.29,8,38.92,817.24,9/03/2023,13:18:00,Credit card,778.32,38.92,6.2
652-49-6720,C,Glasgow,Electronic accessories,60.95,1,3.05,64,18/02/2023,11:40:00,Ewallet,60.95,3.05,5.9
655-07-2265,A,Plymouth,Electronic accessories,78.31,3,11.75,246.68,5/03/2023,16:38:00,Ewallet,234.93,11.75,5.4
655-85-5130,B,Bristol,Fashion accessories,38.3,4,7.66,160.86,13/03/2023,19:22:00,Cash,153.2,7.66,5.7
656-16-1063,B,Bristol,Sports and travel,46.42,3,6.96,146.22,4/01/2023,13:24:00,Credit card,139.26,6.96,4.4
656-95-9349,A,Plymouth,Health and beauty,68.93,7,24.13,506.64,11/03/2023,11:03:00,Credit card,482.51,24.13,4.6
658-66-3967,C,Glasgow,Health and beauty,53.19,7,18.62,390.95,14/01/2023,15:42:00,Ewallet,372.33,18.62,5
659-36-1684,C,Glasgow,Sports and travel,57.12,7,19.99,419.83,12/01/2023,12:02:00,Credit card,399.84,19.99,6.5
659-65-8956,B,Bristol,Fashion accessories,51.36,1,2.57,53.93,16/01/2023,15:26:00,Ewallet,51.36,2.57,5.2
660-29-7083,C,Glasgow,Electronic accessories,55.87,10,27.93,586.64,15/01/2023,15:01:00,Cash,558.7,27.93,5.8
662-47-5456,C,Glasgow,Fashion accessories,35.19,10,17.59,369.49,17/03/2023,19:06:00,Credit card,351.9,17.59,8.4
662-72-2873,A,Plymouth,Food and beverages,40.94,5,10.23,214.93,6/01/2023,13:58:00,Ewallet,204.7,10.23,9.9
663-86-9076,C,Glasgow,Food and beverages,68.54,8,27.42,575.74,8/01/2023,15:57:00,Ewallet,548.32,27.42,8.5
664-14-2882,C,Glasgow,Home and lifestyle,10.53,5,2.63,55.28,30/01/2023,14:43:00,Credit card,52.65,2.63,5.8
665-32-9167,A,Plymouth,Health and beauty,36.26,2,3.63,76.15,10/01/2023,17:15:00,Credit card,72.52,3.63,7.2
665-63-9737,B,Bristol,Fashion accessories,52.42,3,7.86,165.12,27/02/2023,17:36:00,Ewallet,157.26,7.86,7.5
667-23-5919,A,Plymouth,Fashion accessories,96.7,5,24.17,507.67,14/01/2023,12:52:00,Ewallet,483.5,24.17,7
667-92-0055,A,Plymouth,Health and beauty,99.83,6,29.95,628.93,4/03/2023,15:02:00,Ewallet,598.98,29.95,8.5
668-90-8900,A,Plymouth,Home and lifestyle,93.69,7,32.79,688.62,10/03/2023,18:44:00,Credit card,655.83,32.79,4.5
669-54-1719,B,Bristol,Electronic accessories,18.93,6,5.68,119.26,10/02/2023,12:45:00,Credit card,113.58,5.68,8.1
670-71-7306,B,Bristol,Sports and travel,44.63,6,13.39,281.17,2/01/2023,20:08:00,Credit card,267.78,13.39,5.1
670-79-6321,B,Bristol,Home and lifestyle,94.59,7,33.11,695.24,17/01/2023,15:27:00,Credit card,662.13,33.11,4.9
672-51-8681,C,Glasgow,Electronic accessories,66.65,9,29.99,629.84,4/01/2023,18:19:00,Credit card,599.85,29.99,9.7
674-15-9296,A,Plymouth,Sports and travel,37.14,5,9.28,194.99,8/01/2023,13:05:00,Ewallet,185.7,9.28,5
674-56-6360,A,Plymouth,Electronic accessories,95.15,1,4.76,99.91,22/03/2023,14:00:00,Cash,95.15,4.76,6
676-10-2200,B,Bristol,Fashion accessories,53.78,1,2.69,56.47,3/02/2023,20:13:00,Ewallet,53.78,2.69,4.7
676-39-6028,A,Plymouth,Electronic accessories,64.44,5,16.11,338.31,30/03/2023,17:04:00,Cash,322.2,16.11,6.6
677-11-0152,C,Glasgow,Food and beverages,93.26,9,41.97,881.31,16/01/2023,18:08:00,Cash,839.34,41.97,8.8
678-79-0726,C,Glasgow,Sports and travel,90.63,9,40.78,856.45,18/01/2023,15:28:00,Cash,815.67,40.78,5.1
679-22-6530,B,Bristol,Sports and travel,40.62,2,4.06,85.3,17/01/2023,10:01:00,Credit card,81.24,4.06,4.1
685-64-1609,A,Plymouth,Fashion accessories,30.14,10,15.07,316.47,10/02/2023,12:28:00,Ewallet,301.4,15.07,9.2
686-41-0932,B,Bristol,Fashion accessories,34.7,2,3.47,72.87,13/03/2023,19:48:00,Ewallet,69.4,3.47,8.2
687-15-1097,C,Glasgow,Health and beauty,21.12,2,2.11,44.35,3/01/2023,19:17:00,Cash,42.24,2.11,9.7
687-47-8271,A,Plymouth,Fashion accessories,98.98,10,49.49,1039.29,8/02/2023,16:20:00,Credit card,989.8,49.49,8.7
689-05-1884,A,Plymouth,Health and beauty,48.63,10,24.32,510.61,4/03/2023,12:44:00,Cash,486.3,24.32,8.8
689-16-9784,C,Glasgow,Food and beverages,46.77,6,14.03,294.65,11/03/2023,13:37:00,Cash,280.62,14.03,6
690-01-6631,B,Bristol,Fashion accessories,17.49,10,8.74,183.65,22/02/2023,18:35:00,Ewallet,174.9,8.74,6.6
692-27-8933,B,Bristol,Sports and travel,57.95,6,17.39,365.08,24/02/2023,13:02:00,Cash,347.7,17.39,5.2
692-92-5582,B,Bristol,Food and beverages,54.84,3,8.23,172.75,20/02/2023,13:27:00,Credit card,164.52,8.23,5.9
695-09-5146,B,Bristol,Food and beverages,98.79,3,14.82,311.19,23/02/2023,20:00:00,Ewallet,296.37,14.82,6.4
695-28-6250,A,Plymouth,Sports and travel,43.06,5,10.77,226.07,4/02/2023,16:38:00,Ewallet,215.3,10.77,7.7
695-51-0018,B,Bristol,Sports and travel,34.84,4,6.97,146.33,10/02/2023,18:36:00,Cash,139.36,6.97,7.4
696-90-2548,A,Plymouth,Sports and travel,25.84,3,3.88,81.4,10/03/2023,18:55:00,Ewallet,77.52,3.88,6.6
698-98-5964,A,Plymouth,Food and beverages,81.21,10,40.6,852.71,17/01/2023,13:01:00,Credit card,812.1,40.6,6.3
699-01-4164,C,Glasgow,Health and beauty,41.5,4,8.3,174.3,12/03/2023,19:58:00,Credit card,166,8.3,8.2
699-14-3026,C,Glasgow,Electronic accessories,85.39,7,29.89,627.62,25/03/2023,18:30:00,Ewallet,597.73,29.89,4.1
699-88-1972,B,Bristol,Health and beauty,99.16,8,39.66,832.94,28/01/2023,17:47:00,Credit card,793.28,39.66,4.2
700-81-1757,A,Plymouth,Electronic accessories,26.31,5,6.58,138.13,18/01/2023,20:59:00,Credit card,131.55,6.58,8.8
701-23-5550,B,Bristol,Home and lifestyle,38.81,4,7.76,163,19/03/2023,13:40:00,Ewallet,155.24,7.76,4.9
701-69-8742,B,Bristol,Sports and travel,34.37,10,17.18,360.89,16/03/2023,10:11:00,Ewallet,343.7,17.18,6.7
702-72-0487,A,Plymouth,Electronic accessories,46.61,2,4.66,97.88,26/02/2023,12:28:00,Credit card,93.22,4.66,6.6
702-83-5291,C,Glasgow,Fashion accessories,99.82,9,44.92,943.3,27/03/2023,10:43:00,Cash,898.38,44.92,6.6
704-10-4056,C,Glasgow,Health and beauty,60.47,3,9.07,190.48,14/01/2023,10:55:00,Credit card,181.41,9.07,5.6
704-11-6354,A,Plymouth,Home and lifestyle,58.9,8,23.56,494.76,6/01/2023,11:23:00,Cash,471.2,23.56,8.9
704-20-4138,C,Glasgow,Health and beauty,29.67,7,10.38,218.07,11/03/2023,18:58:00,Credit card,207.69,10.38,8.1
704-48-3927,A,Plymouth,Electronic accessories,88.67,10,44.33,931.03,12/01/2023,14:50:00,Ewallet,886.7,44.33,7.3
706-36-6154,A,Plymouth,Home and lifestyle,19.36,9,8.71,182.95,18/01/2023,18:43:00,Ewallet,174.24,8.71,8.7
707-32-7409,B,Bristol,Sports and travel,95.54,4,19.11,401.27,26/02/2023,11:58:00,Ewallet,382.16,19.11,4.5
709-58-4068,B,Bristol,Fashion accessories,41.09,10,20.55,431.45,28/02/2023,14:42:00,Cash,410.9,20.55,7.3
710-46-4433,B,Bristol,Food and beverages,77.4,9,34.83,731.43,15/02/2023,14:15:00,Credit card,696.6,34.83,4.5
711-31-1234,B,Bristol,Electronic accessories,95.64,4,19.13,401.69,16/03/2023,18:51:00,Cash,382.56,19.13,7.9
712-39-0363,A,Plymouth,Food and beverages,41.66,6,12.5,262.46,2/01/2023,15:24:00,Ewallet,249.96,12.5,5.6
714-02-3114,C,Glasgow,Sports and travel,98.8,2,9.88,207.48,21/02/2023,11:39:00,Cash,197.6,9.88,7.7
715-20-1673,B,Bristol,Electronic accessories,28.38,5,7.09,148.99,6/03/2023,20:57:00,Cash,141.9,7.09,9.4
716-39-1409,B,Bristol,Health and beauty,30.35,7,10.62,223.07,19/03/2023,18:19:00,Cash,212.45,10.62,8
717-96-4189,C,Glasgow,Electronic accessories,35.49,6,10.65,223.59,2/02/2023,12:40:00,Cash,212.94,10.65,4.1
718-57-9773,C,Glasgow,Sports and travel,49.33,10,24.67,517.97,3/02/2023,16:40:00,Credit card,493.3,24.67,9.4
719-76-3868,C,Glasgow,Food and beverages,94.26,4,18.85,395.89,12/03/2023,16:30:00,Cash,377.04,18.85,8.6
719-89-8991,A,Plymouth,Sports and travel,91.41,5,22.85,479.9,25/02/2023,16:03:00,Ewallet,457.05,22.85,7.1
720-72-2436,A,Plymouth,Food and beverages,66.52,4,13.3,279.38,2/03/2023,18:14:00,Ewallet,266.08,13.3,6.9
721-86-6247,A,Plymouth,Home and lifestyle,63.42,8,25.37,532.73,11/03/2023,12:55:00,Ewallet,507.36,25.37,7.4
722-13-2115,C,Glasgow,Sports and travel,42.85,1,2.14,44.99,14/03/2023,15:36:00,Credit card,42.85,2.14,9.3
725-32-9708,B,Bristol,Fashion accessories,68.71,4,13.74,288.58,4/01/2023,19:01:00,Cash,274.84,13.74,4.1
725-54-0677,C,Glasgow,Health and beauty,85.6,7,29.96,629.16,2/03/2023,13:50:00,Cash,599.2,29.96,5.3
725-56-0833,A,Plymouth,Health and beauty,32.32,10,16.16,339.36,20/02/2023,16:49:00,Credit card,323.2,16.16,10
725-67-2480,B,Bristol,Fashion accessories,58.75,6,17.63,370.13,24/03/2023,18:14:00,Credit card,352.5,17.63,5.9
725-96-3778,C,Glasgow,Home and lifestyle,89.25,8,35.7,749.7,20/01/2023,10:13:00,Cash,714,35.7,4.7
726-27-2396,A,Plymouth,Health and beauty,77.5,5,19.38,406.88,24/01/2023,20:36:00,Ewallet,387.5,19.38,4.3
726-29-6793,A,Plymouth,Electronic accessories,24.18,8,9.67,203.11,28/01/2023,20:54:00,Ewallet,193.44,9.67,9.8
727-02-1313,A,Plymouth,Food and beverages,31.84,1,1.59,33.43,9/02/2023,13:22:00,Cash,31.84,1.59,7.7
727-17-0390,A,Plymouth,Food and beverages,63.61,5,15.9,333.95,16/03/2023,12:43:00,Ewallet,318.05,15.9,4.8
727-46-3608,B,Bristol,Food and beverages,20.01,9,9,189.09,6/02/2023,15:47:00,Ewallet,180.09,9,4.1
727-75-6477,C,Glasgow,Electronic accessories,28.84,4,5.77,121.13,29/03/2023,14:44:00,Cash,115.36,5.77,6.4
728-47-9078,C,Glasgow,Food and beverages,59.59,4,11.92,250.28,19/01/2023,12:46:00,Cash,238.36,11.92,9.8
728-88-7867,C,Glasgow,Home and lifestyle,75.53,4,15.11,317.23,19/03/2023,15:52:00,Ewallet,302.12,15.11,8.3
729-06-2010,B,Bristol,Health and beauty,80.47,9,36.21,760.44,6/01/2023,11:18:00,Cash,724.23,36.21,9.2
729-09-9681,A,Plymouth,Home and lifestyle,25.91,6,7.77,163.23,5/02/2023,10:16:00,Ewallet,155.46,7.77,8.7
729-46-7422,C,Glasgow,Food and beverages,35.89,1,1.79,37.68,23/02/2023,16:52:00,Credit card,35.89,1.79,7.9
730-50-9884,C,Glasgow,Sports and travel,83.06,7,29.07,610.49,5/03/2023,14:31:00,Ewallet,581.42,29.07,4
730-61-8757,B,Bristol,Health and beauty,51.13,4,10.23,214.75,25/01/2023,10:11:00,Credit card,204.52,10.23,4
730-70-9830,C,Glasgow,Home and lifestyle,70.11,6,21.03,441.69,14/03/2023,17:54:00,Ewallet,420.66,21.03,5.2
731-14-2199,A,Plymouth,Home and lifestyle,35.54,10,17.77,373.17,4/01/2023,13:34:00,Ewallet,355.4,17.77,7
731-59-7531,B,Bristol,Health and beauty,72.57,8,29.03,609.59,30/03/2023,17:58:00,Cash,580.56,29.03,4.6
731-81-9469,C,Glasgow,Sports and travel,89.8,10,44.9,942.9,23/01/2023,13:00:00,Credit card,898,44.9,5.4
732-04-5373,B,Bristol,Home and lifestyle,46.47,4,9.29,195.17,8/02/2023,10:53:00,Cash,185.88,9.29,7
732-67-5346,A,Plymouth,Food and beverages,13.79,5,3.45,72.4,11/01/2023,19:07:00,Credit card,68.95,3.45,7.8
732-94-0499,C,Glasgow,Electronic accessories,41.65,10,20.83,437.33,13/01/2023,17:04:00,Credit card,416.5,20.83,5.4
733-01-9107,B,Bristol,Home and lifestyle,82.7,6,24.81,521.01,5/03/2023,18:14:00,Cash,496.2,24.81,7.4
733-29-1227,C,Glasgow,Home and lifestyle,55.61,7,19.46,408.73,23/03/2023,12:41:00,Cash,389.27,19.46,8.5
733-33-4967,C,Glasgow,Electronic accessories,20.85,8,8.34,175.14,3/03/2023,19:17:00,Cash,166.8,8.34,6.3
734-91-1155,B,Bristol,Electronic accessories,45.71,3,6.86,143.99,26/03/2023,10:34:00,Credit card,137.13,6.86,7.7
735-06-4124,C,Glasgow,Food and beverages,48.61,1,2.43,51.04,25/02/2023,15:31:00,Cash,48.61,2.43,4.4
735-32-9839,C,Glasgow,Fashion accessories,98.7,8,39.48,829.08,31/01/2023,10:36:00,Ewallet,789.6,39.48,8.5
737-88-5876,A,Plymouth,Home and lifestyle,23.29,4,4.66,97.82,19/03/2023,11:52:00,Credit card,93.16,4.66,5.9
740-11-5257,C,Glasgow,Electronic accessories,24.74,10,12.37,259.77,24/02/2023,16:44:00,Cash,247.4,12.37,7.1
740-22-2500,C,Glasgow,Electronic accessories,84.05,3,12.61,264.76,23/01/2023,13:29:00,Cash,252.15,12.61,9.8
741-73-3559,B,Bristol,Sports and travel,67.27,5,16.82,353.17,27/02/2023,17:27:00,Cash,336.35,16.82,6.9
742-04-5161,A,Plymouth,Home and lifestyle,72.78,10,36.39,764.19,3/02/2023,17:24:00,Cash,727.8,36.39,7.3
743-04-1105,B,Bristol,Health and beauty,97.22,9,43.75,918.73,30/03/2023,14:43:00,Ewallet,874.98,43.75,6
743-88-1662,C,Glasgow,Sports and travel,95.49,7,33.42,701.85,22/02/2023,18:17:00,Ewallet,668.43,33.42,8.7
744-02-5987,A,Plymouth,Home and lifestyle,78.38,6,23.51,493.79,10/01/2023,14:16:00,Ewallet,470.28,23.51,5.8
744-09-5786,B,Bristol,Electronic accessories,22.01,6,6.6,138.66,2/01/2023,18:50:00,Cash,132.06,6.6,7.6
744-16-7898,B,Bristol,Home and lifestyle,97.37,10,48.69,1022.39,15/01/2023,13:48:00,Credit card,973.7,48.69,4.9
744-82-9138,C,Glasgow,Fashion accessories,86.13,2,8.61,180.87,7/02/2023,17:59:00,Cash,172.26,8.61,8.2
745-71-3520,A,Plymouth,Electronic accessories,25.22,7,8.83,185.37,4/02/2023,10:23:00,Cash,176.54,8.83,8.2
745-74-0715,A,Plymouth,Electronic accessories,58.03,2,5.8,121.86,10/03/2023,20:46:00,Ewallet,116.06,5.8,8.8
746-04-1077,B,Bristol,Food and beverages,84.63,10,42.31,888.61,1/01/2023,11:36:00,Credit card,846.3,42.31,9
746-19-0921,C,Glasgow,Food and beverages,21.58,1,1.08,22.66,9/02/2023,10:02:00,Ewallet,21.58,1.08,7.2
746-54-5508,A,Plymouth,Home and lifestyle,21.52,6,6.46,135.58,17/01/2023,12:48:00,Credit card,129.12,6.46,9.4
746-68-6593,C,Glasgow,Sports and travel,87.16,2,8.72,183.04,11/01/2023,14:29:00,Credit card,174.32,8.72,9.7
746-94-0204,A,Plymouth,Fashion accessories,83.24,9,37.46,786.62,29/01/2023,11:56:00,Credit card,749.16,37.46,7.4
747-58-7183,B,Bristol,Fashion accessories,57.27,3,8.59,180.4,9/02/2023,20:31:00,Ewallet,171.81,8.59,6.5
748-45-2862,A,Plymouth,Home and lifestyle,28.31,4,5.66,118.9,7/03/2023,18:35:00,Cash,113.24,5.66,8.2
749-24-1565,A,Plymouth,Health and beauty,23.03,9,10.36,217.63,3/01/2023,12:02:00,Ewallet,207.27,10.36,7.9
749-81-8133,A,Plymouth,Fashion accessories,94.67,4,18.93,397.61,11/03/2023,12:04:00,Cash,378.68,18.93,6.8
750-57-9686,C,Glasgow,Home and lifestyle,45.38,4,9.08,190.6,8/01/2023,13:48:00,Credit card,181.52,9.08,8.7
750-67-8428,A,Plymouth,Health and beauty,74.69,7,26.14,548.97,5/01/2023,13:08:00,Ewallet,522.83,26.14,9.1
751-15-6198,B,Bristol,Sports and travel,23.01,6,6.9,144.96,12/01/2023,16:45:00,Ewallet,138.06,6.9,7.9
751-41-9720,C,Glasgow,Home and lifestyle,97.5,10,48.75,1023.75,12/01/2023,16:18:00,Ewallet,975,48.75,8
751-69-0068,C,Glasgow,Sports and travel,99.24,9,44.66,937.82,19/03/2023,19:09:00,Ewallet,893.16,44.66,9
752-23-3760,B,Bristol,Sports and travel,64.08,7,22.43,470.99,19/02/2023,19:29:00,Credit card,448.56,22.43,7.3
755-12-3214,C,Glasgow,Fashion accessories,44.22,5,11.06,232.15,5/03/2023,17:07:00,Credit card,221.1,11.06,8.6
756-01-7507,C,Glasgow,Health and beauty,20.38,5,5.09,107,22/01/2023,18:56:00,Cash,101.9,5.09,6
756-49-0168,A,Plymouth,Fashion accessories,19.7,1,0.99,20.68,8/02/2023,11:39:00,Ewallet,19.7,0.99,9.5
756-93-1854,C,Glasgow,Fashion accessories,83.35,2,8.34,175.04,2/02/2023,14:05:00,Credit card,166.7,8.34,9.5
759-29-9521,A,Plymouth,Fashion accessories,48.96,9,22.03,462.67,4/03/2023,11:27:00,Cash,440.64,22.03,8
759-98-4285,C,Glasgow,Health and beauty,85.87,7,30.05,631.14,27/02/2023,19:01:00,Credit card,601.09,30.05,8
760-27-5490,C,Glasgow,Fashion accessories,15.62,8,6.25,131.21,20/01/2023,20:37:00,Ewallet,124.96,6.25,9.1
760-53-9233,A,Plymouth,Fashion accessories,41.28,3,6.19,130.03,26/03/2023,18:37:00,Credit card,123.84,6.19,8.5
760-54-1821,B,Bristol,Home and lifestyle,13.59,9,6.12,128.43,15/03/2023,10:26:00,Cash,122.31,6.12,5.8
760-90-2357,A,Plymouth,Electronic accessories,74.51,6,22.35,469.41,20/03/2023,15:08:00,Ewallet,447.06,22.35,5
761-49-0439,B,Bristol,Electronic accessories,12.1,8,4.84,101.64,19/01/2023,10:17:00,Ewallet,96.8,4.84,8.6
764-44-8999,B,Bristol,Health and beauty,14.76,2,1.48,31,18/02/2023,14:42:00,Ewallet,29.52,1.48,4.3
765-26-6951,A,Plymouth,Sports and travel,72.61,6,21.78,457.44,1/01/2023,10:39:00,Credit card,435.66,21.78,6.9
766-85-7061,B,Bristol,Health and beauty,87.87,10,43.94,922.64,29/03/2023,10:25:00,Ewallet,878.7,43.94,5.1
767-05-1286,C,Glasgow,Home and lifestyle,83.77,6,25.13,527.75,23/01/2023,12:10:00,Ewallet,502.62,25.13,5.4
767-54-1907,B,Bristol,Fashion accessories,29.56,5,7.39,155.19,13/02/2023,16:59:00,Cash,147.8,7.39,6.9
767-97-4650,B,Bristol,Sports and travel,64.83,2,6.48,136.14,8/01/2023,11:59:00,Credit card,129.66,6.48,8
770-42-8960,B,Bristol,Food and beverages,21.12,8,8.45,177.41,1/01/2023,19:31:00,Cash,168.96,8.45,6.3
775-72-1988,B,Bristol,Home and lifestyle,73.28,5,18.32,384.72,24/01/2023,15:05:00,Ewallet,366.4,18.32,8.4
776-68-1096,B,Bristol,Home and lifestyle,44.12,3,6.62,138.98,18/03/2023,13:45:00,Credit card,132.36,6.62,7.9
777-67-2495,B,Bristol,Home and lifestyle,68.97,3,10.35,217.26,22/02/2023,11:26:00,Ewallet,206.91,10.35,8.7
777-82-7220,B,Bristol,Home and lifestyle,30.12,8,12.05,253.01,3/03/2023,13:01:00,Cash,240.96,12.05,7.7
